# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3500, i.e. number of multipoles equal to 3499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  159       6.380512267126e-10       1.408052630083e-13      -6.262999972314e-12       0.000000000000e+00       3.037992589579e-12       5.420330714874e-13      -3.505584411825e-15 
  160       6.423351018949e-10       1.396879496077e-13      -6.239834615985e-12       0.000000000000e+00       2.983461963674e-12       5.348085703633e-13      -3.452908381391e-15 
  161       6.465804348025e-10       1.385251370180e-13      -6.213098667759e-12       0.000000000000e+00       2.930172402456e-12       5.276086116223e-13      -3.395494475197e-15 
  162       6.507860356931e-10       1.373189202108e-13      -6.182765276674e-12       0.000000000000e+00       2.878101319593e-12       5.204491186421e-13      -3.334313498055e-15 
  163       6.549506924253e-10       1.360715092457e-13      -6.148809528571e-12       0.000000000000e+00       2.827221496513e-12       5.133465030421e-13      -3.270388889493e-15 
  164       6.590731700805e-10       1.347852309254e-13      -6.111208486480e-12       0.000000000000e+00       2.777500987925e-12       5.063176698223e-13      -3.204797549346e-15 
  165       6.631522105857e-10       1.334625304502e-13      -6.069941231013e-12       0.000000000000e+00       2.728903027340e-12       4.993800225015e-13      -3.138670663344e-15 
  166       6.671865323352e-10       1.321059730730e-13      -6.024988900758e-12       0.000000000000e+00       2.681385932588e-12       4.925514682565e-13      -3.073194528691e-15 
  167       6.711748355438e-10       1.307182170526e-13      -5.976334465141e-12       0.000000000000e+00       2.634909178965e-12       4.858472426747e-13      -3.009363513580e-15 
  168       6.751158196081e-10       1.293019264531e-13      -5.923961936610e-12       0.000000000000e+00       2.589452398547e-12       4.792700690309e-13      -2.947213536880e-15 
  169       6.790081665107e-10       1.278598540368e-13      -5.867857168233e-12       0.000000000000e+00       2.544997828792e-12       4.728191652206e-13      -2.886524456509e-15 
  170       6.828505348719e-10       1.263948708163e-13      -5.808008154125e-12       0.000000000000e+00       2.501524223216e-12       4.664933401846e-13      -2.827061817041e-15 
  171       6.866415595969e-10       1.249099675862e-13      -5.744405068690e-12       0.000000000000e+00       2.459006783302e-12       4.602909854444e-13      -2.768576615127e-15 
