# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  750       3.127314461754e-10       3.617705800062e-12      -1.791674640546e-11       1.256517446712e-14       1.883033473420e-14       5.649331741133e-15      -4.859985017148e-16 
  751       3.138866879309e-10       3.582020863174e-12      -1.788849366247e-11       1.258422727937e-14       1.873861695406e-14       5.644843718252e-15      -4.814132800620e-16 
  752       3.150363116286e-10       3.546224891468e-12      -1.785540283875e-11       1.260336180463e-14       1.864746133814e-14       5.639868994184e-15      -4.767979854534e-16 
  753       3.161797210910e-10       3.510335619927e-12      -1.781747633451e-11       1.262257460230e-14       1.855686317983e-14       5.634420407690e-15      -4.721541133156e-16 
  754       3.173163143071e-10       3.474370969595e-12      -1.777471686991e-11       1.264186218959e-14       1.846681765900e-14       5.628510961735e-15      -4.674831756567e-16 
  755       3.184454834135e-10       3.438349048187e-12      -1.772712748645e-11       1.266122104140e-14       1.837731984149e-14       5.622153824062e-15      -4.627867011218e-16 
  756       3.195666146759e-10       3.402288150696e-12      -1.767471154837e-11       1.268064759014e-14       1.828836467871e-14       5.615362327763e-15      -4.580662350473e-16 
  757       3.206790884697e-10       3.366206760005e-12      -1.761747274397e-11       1.270013822561e-14       1.819994700712e-14       5.608149971854e-15      -4.533233395164e-16 
  758       3.217822792623e-10       3.330123547490e-12      -1.755541508706e-11       1.271968929486e-14       1.811206154780e-14       5.600530421848e-15      -4.485595934140e-16 
  759       3.228755555932e-10       3.294057373636e-12      -1.748854291827e-11       1.273929710200e-14       1.802470290597e-14       5.592517510325e-15      -4.437765924816e-16 
  760       3.239582800563e-10       3.258027288637e-12      -1.741686090647e-11       1.275895790809e-14       1.793786557055e-14       5.584125237506e-15      -4.389759493725e-16 
  761       3.250298092803e-10       3.222052533014e-12      -1.734037405012e-11       1.277866793099e-14       1.785154391364e-14       5.575367771826e-15      -4.341592937066e-16 
  762       3.260894939106e-10       3.186152538216e-12      -1.725908767867e-11       1.279842334518e-14       1.776573219012e-14       5.566259450507e-15      -4.293282721255e-16 
  763       3.271366785900e-10       3.150346927233e-12      -1.717300745393e-11       1.281822028164e-14       1.768042453714e-14       5.556814780130e-15      -4.244845483478e-16 
  764       3.281707552030e-10       3.114654383736e-12      -1.708214661291e-11       1.283805485730e-14       1.759561567527e-14       5.547046811429e-15      -4.196295698809e-16 
  765       3.291913237605e-10       3.079089234603e-12      -1.698654784524e-11       1.285792326417e-14       1.751130302738e-14       5.536962228469e-15      -4.147638631621e-16 
  766       3.301980345498e-10       3.043664803342e-12      -1.688626183624e-11       1.287782168163e-14       1.742748463927e-14       5.526566166831e-15      -4.098877250673e-16 
  767       3.311905351426e-10       3.008394536024e-12      -1.678134006615e-11       1.289774624681e-14       1.734415848146e-14       5.515863831137e-15      -4.050014550423e-16 
  768       3.321684703869e-10       2.973292001661e-12      -1.667183481295e-11       1.291769305447e-14       1.726132244887e-14       5.504860495286e-15      -4.001053551091e-16 
  769       3.331314823997e-10       2.938370892576e-12      -1.655779915528e-11       1.293765815686e-14       1.717897436046e-14       5.493561502695e-15      -3.951997298736e-16 
  770       3.340792105586e-10       2.903645024786e-12      -1.643928697526e-11       1.295763756358e-14       1.709711195897e-14       5.481972266539e-15      -3.902848865323e-16 
  771       3.350112914945e-10       2.869128338375e-12      -1.631635296137e-11       1.297762724142e-14       1.701573291054e-14       5.470098269985e-15      -3.853611348795e-16 
  772       3.359273590835e-10       2.834834897870e-12      -1.618905261134e-11       1.299762311424e-14       1.693483480444e-14       5.457945066438e-15      -3.804287873147e-16 
  773       3.368270444391e-10       2.800778892620e-12      -1.605744223496e-11       1.301762106280e-14       1.685441515271e-14       5.445518279775e-15      -3.754881588492e-16 
  774       3.377099759044e-10       2.766974637169e-12      -1.592157895699e-11       1.303761692467e-14       1.677447138987e-14       5.432823604584e-15      -3.705395671136e-16 
  775       3.385757790444e-10       2.733436571634e-12      -1.578152071999e-11       1.305760649403e-14       1.669500087258e-14       5.419866806407e-15      -3.655833323646e-16 
  776       3.394240766380e-10       2.700179262084e-12      -1.563732628721e-11       1.307758552156e-14       1.661600087933e-14       5.406653721972e-15      -3.606197774926e-16 
  777       3.402544886704e-10       2.667217400909e-12      -1.548905524545e-11       1.309754971430e-14       1.653746861011e-14       5.393190259440e-15      -3.556492280282e-16 
  778       3.410666323251e-10       2.634565807205e-12      -1.533676800789e-11       1.311749473548e-14       1.645940118611e-14       5.379482398639e-15      -3.506720121495e-16 
  779       3.418601219763e-10       2.602239427146e-12      -1.518052581702e-11       1.313741620442e-14       1.638179564936e-14       5.365536191302e-15      -3.456884606895e-16 
  780       3.426345691808e-10       2.570253334357e-12      -1.502039074742e-11       1.315730969636e-14       1.630464896247e-14       5.351357761309e-15      -3.406989071429e-16 
  781       3.433895826704e-10       2.538622730299e-12      -1.485642570871e-11       1.317717074231e-14       1.622795800825e-14       5.336953304926e-15      -3.357036876733e-16 
  782       3.441247683440e-10       2.507362944638e-12      -1.468869444834e-11       1.319699482894e-14       1.615171958941e-14       5.322329091041e-15      -3.307031411201e-16 
  783       3.448397292599e-10       2.476489435623e-12      -1.451726155450e-11       1.321677739843e-14       1.607593042826e-14       5.307491461406e-15      -3.256976090061e-16 
  784       3.455340656277e-10       2.446017790464e-12      -1.434219245896e-11       1.323651384828e-14       1.600058716638e-14       5.292446830873e-15      -3.206874355440e-16 
  785       3.462073748008e-10       2.415963725708e-12      -1.416355343996e-11       1.325619953125e-14       1.592568636428e-14       5.277201687636e-15      -3.156729676440e-16 
  786       3.468592512687e-10       2.386343087614e-12      -1.398141162503e-11       1.327582975516e-14       1.585122450109e-14       5.261762593467e-15      -3.106545549205e-16 
  787       3.474892866485e-10       2.357171852529e-12      -1.379583499389e-11       1.329539978275e-14       1.577719797425e-14       5.246136183958e-15      -3.056325496996e-16 
  788       3.480970696779e-10       2.328466127269e-12      -1.360689238132e-11       1.331490483157e-14       1.570360309918e-14       5.230329168758e-15      -3.006073070259e-16 
  789       3.486821862069e-10       2.300242149488e-12      -1.341465347999e-11       1.333434007382e-14       1.563043610897e-14       5.214348331811e-15      -2.955791846697e-16 
  790       3.492442191902e-10       2.272516288060e-12      -1.321918884333e-11       1.335370063620e-14       1.555769315405e-14       5.198200531597e-15      -2.905485431341e-16 
  791       3.497827486791e-10       2.245305043453e-12      -1.302056988844e-11       1.337298159977e-14       1.548537030186e-14       5.181892701370e-15      -2.855157456620e-16 
  792       3.502973518141e-10       2.218625048106e-12      -1.281886889888e-11       1.339217799984e-14       1.541346353656e-14       5.165431849398e-15      -2.804811582436e-16 
  793       3.507876028168e-10       2.192493066805e-12      -1.261415902759e-11       1.341128482579e-14       1.534196875867e-14       5.148825059199e-15      -2.754451496230e-16 
  794       3.512530729821e-10       2.166925997061e-12      -1.240651429973e-11       1.343029702093e-14       1.527088178479e-14       5.132079489784e-15      -2.704080913056e-16 
  795       3.516933306707e-10       2.141940869483e-12      -1.219600961556e-11       1.344920948238e-14       1.520019834726e-14       5.115202375892e-15      -2.653703575650e-16 
  796       3.521079413008e-10       2.117554848156e-12      -1.198272075327e-11       1.346801706092e-14       1.512991409382e-14       5.098201028233e-15      -2.603323254503e-16 
  797       3.524964673405e-10       2.093785231019e-12      -1.176672437190e-11       1.348671456084e-14       1.506002458732e-14       5.081082833722e-15      -2.552943747931e-16 
  798       3.528585329286e-10       2.070647480982e-12      -1.154809837475e-11       1.350529711190e-14       1.499052583645e-14       5.063853720186e-15      -2.502568780398e-16 
  799       3.531940190480e-10       2.048149279044e-12      -1.132692300142e-11       1.352376129282e-14       1.492141589918e-14       5.046513519198e-15      -2.452201695294e-16 
  800       3.535028719056e-10       2.026296363183e-12      -1.110327976142e-11       1.354210402805e-14       1.485269330798e-14       5.029060518926e-15      -2.401845756681e-16 
  801       3.537850386312e-10       2.005094487764e-12      -1.087725107835e-11       1.356032221749e-14       1.478435654122e-14       5.011492991929e-15      -2.351504250580e-16 
  802       3.540404672823e-10       1.984549423542e-12      -1.064892029278e-11       1.357841273635e-14       1.471640402298e-14       4.993809195115e-15      -2.301180485029e-16 
  803       3.542691068481e-10       1.964666957675e-12      -1.041837166520e-11       1.359637243516e-14       1.464883412276e-14       4.976007369687e-15      -2.250877790132e-16 
  804       3.544709072540e-10       1.945452893725e-12      -1.018569037895e-11       1.361419813965e-14       1.458164515533e-14       4.958085741092e-15      -2.200599518109e-16 
  805       3.546458193660e-10       1.926913051661e-12      -9.950962543165e-12       1.363188665070e-14       1.451483538048e-14       4.940042518974e-15      -2.150349043351e-16 
  806       3.547937949949e-10       1.909053267872e-12      -9.714275195687e-12       1.364943474423e-14       1.444840300276e-14       4.921875897123e-15      -2.100129762471e-16 
  807       3.549147869008e-10       1.891879395168e-12      -9.475716306005e-12       1.366683917119e-14       1.438234617136e-14       4.903584053422e-15      -2.049945094354e-16 
  808       3.550087487972e-10       1.875397302784e-12      -9.235374778187e-12       1.368409665744e-14       1.431666297978e-14       4.885165149801e-15      -1.999798480212e-16 
  809       3.550756353558e-10       1.859612876390e-12      -8.993340453812e-12       1.370120390370e-14       1.425135146567e-14       4.866617332185e-15      -1.949693383633e-16 
  810       3.551154022103e-10       1.844532018097e-12      -8.749704114897e-12       1.371815758545e-14       1.418640961062e-14       4.847938730443e-15      -1.899633290636e-16 
  811       3.551280059613e-10       1.830160646457e-12      -8.504557486835e-12       1.373495435292e-14       1.412183533989e-14       4.829127458342e-15      -1.849621709720e-16 
  812       3.551134041802e-10       1.816504696475e-12      -8.257993241319e-12       1.375159083095e-14       1.405762652222e-14       4.810181613490e-15      -1.799662171915e-16 
  813       3.550715554138e-10       1.803570119611e-12      -8.010104999281e-12       1.376806361894e-14       1.399378096964e-14       4.791099277293e-15      -1.749758230840e-16 
  814       3.550024191884e-10       1.791362883786e-12      -7.760987333819e-12       1.378436929081e-14       1.393029643717e-14       4.771878514901e-15      -1.699913462746e-16 
  815       3.549059560147e-10       1.779888973392e-12      -7.510735773130e-12       1.380050439488e-14       1.386717062267e-14       4.752517375159e-15      -1.650131466577e-16 
  816       3.547821273915e-10       1.769154389289e-12      -7.259446803441e-12       1.381646545384e-14       1.380440116660e-14       4.733013890556e-15      -1.600415864013e-16 
  817       3.546308958103e-10       1.759165148821e-12      -7.007217871941e-12       1.383224896464e-14       1.374198565178e-14       4.713366077177e-15      -1.550770299531e-16 
  818       3.544522247598e-10       1.749927285814e-12      -6.754147389711e-12       1.384785139846e-14       1.367992160320e-14       4.693571934650e-15      -1.501198440448e-16 
  819       3.542460787302e-10       1.741446850585e-12      -6.500334734658e-12       1.386326920059e-14       1.361820648777e-14       4.673629446100e-15      -1.451703976980e-16 
  820       3.540124232172e-10       1.733729909948e-12      -6.245880254446e-12       1.387849879042e-14       1.355683771414e-14       4.653536578093e-15      -1.402290622289e-16 
  821       3.537512247270e-10       1.726782547217e-12      -5.990885269426e-12       1.389353656128e-14       1.349581263242e-14       4.633291280593e-15      -1.352962112538e-16 
  822       3.534624507799e-10       1.720610862215e-12      -5.735452075566e-12       1.390837888048e-14       1.343512853401e-14       4.612891486907e-15      -1.303722206942e-16 
  823       3.531460699154e-10       1.715220971279e-12      -5.479683947390e-12       1.392302208914e-14       1.337478265137e-14       4.592335113636e-15      -1.254574687817e-16 
  824       3.528020516958e-10       1.710619007263e-12      -5.223685140901e-12       1.393746250216e-14       1.331477215778e-14       4.571620060625e-15      -1.205523360638e-16 
  825       3.524303667113e-10       1.706811119548e-12      -4.967560896515e-12       1.395169640816e-14       1.325509416715e-14       4.550744210915e-15      -1.156572054086e-16 
  826       3.520309865837e-10       1.703803474043e-12      -4.711417441997e-12       1.396572006938e-14       1.319574573375e-14       4.529705430689e-15      -1.107724620100e-16 
  827       3.516038839711e-10       1.701602253196e-12      -4.455361995386e-12       1.397952972164e-14       1.313672385206e-14       4.508501569225e-15      -1.058984933931e-16 
  828       3.511490325724e-10       1.700213655995e-12      -4.199502767930e-12       1.399312157423e-14       1.307802545649e-14       4.487130458846e-15      -1.010356894193e-16 
  829       3.506664071310e-10       1.699643897975e-12      -3.943948967019e-12       1.400649180987e-14       1.301964742117e-14       4.465589914867e-15      -9.618444229154e-17 
  830       3.501559834399e-10       1.699899211227e-12      -3.688810799113e-12       1.401963658463e-14       1.296158655978e-14       4.443877735548e-15      -9.134514655936e-17 
  831       3.496177383458e-10       1.700985844400e-12      -3.434199472674e-12       1.403255202783e-14       1.290383962524e-14       4.421991702043e-15      -8.651819912415e-17 
  832       3.490516497530e-10       1.702910062706e-12      -3.180227201101e-12       1.404523424203e-14       1.284640330958e-14       4.399929578351e-15      -8.170399924440e-17 
  833       3.484577414879e-10       1.705676261360e-12      -2.926999864271e-12       1.405767985943e-14       1.278927463875e-14       4.377690330296e-15      -7.690297738754e-17 
  834       3.478362187422e-10       1.709281269638e-12      -2.674594846304e-12       1.406988772220e-14       1.273245216533e-14       4.355277806003e-15      -7.211568232943e-17 
  835       3.471873350115e-10       1.713719947027e-12      -2.423082815309e-12       1.408185723146e-14       1.267593479630e-14       4.332697119810e-15      -6.734269559124e-17 
  836       3.465113474620e-10       1.718987060441e-12      -2.172535031250e-12       1.409358779344e-14       1.261972139966e-14       4.309953439238e-15      -6.258460274116e-17 
  837       3.458085169436e-10       1.725077283892e-12      -1.923023347606e-12       1.410507881955e-14       1.256381080436e-14       4.287051985151e-15      -5.784199340455e-17 
  838       3.450791080012e-10       1.731985198175e-12      -1.674620213034e-12       1.411632972634e-14       1.250820180006e-14       4.263998031917e-15      -5.311546127413e-17 
  839       3.443233888875e-10       1.739705290543e-12      -1.427398673035e-12       1.412733993557e-14       1.245289313703e-14       4.240796907569e-15      -4.840560412013e-17 
  840       3.435416315745e-10       1.748231954394e-12      -1.181432371616e-12       1.413810887420e-14       1.239788352596e-14       4.217453993964e-15      -4.371302380050e-17 
  841       3.427341117660e-10       1.757559488945e-12      -9.367955529533e-13       1.414863597445e-14       1.234317163787e-14       4.193974726944e-15      -3.903832627104e-17 
  842       3.419011089095e-10       1.767682098913e-12      -6.935630630558e-13       1.415892067380e-14       1.228875610388e-14       4.170364596498e-15      -3.438212159557e-17 
  843       3.410429062082e-10       1.778593894196e-12      -4.518103514293e-13       1.416896241502e-14       1.223463551511e-14       4.146629146920e-15      -2.974502395614e-17 
  844       3.401597906336e-10       1.790288889554e-12      -2.116134727393e-13       1.417876064621e-14       1.218080842253e-14       4.122773976972e-15      -2.512765166318e-17 
  845       3.392520529370e-10       1.802761004285e-12       2.695091152529e-14       1.418831482077e-14       1.212727333676e-14       4.098804740044e-15      -2.053062716563e-17 
  846       3.383199876618e-10       1.816004061909e-12       2.638055313890e-13       1.419762439752e-14       1.207402872797e-14       4.074727144311e-15      -1.595457706119e-17 
  847       3.373638931558e-10       1.830011789843e-12       4.988725067259e-13       1.420668884062e-14       1.202107302570e-14       4.050546952900e-15      -1.140013210642e-17 
  848       3.363840715831e-10       1.844777819087e-12       7.320733455968e-13       1.421550761968e-14       1.196840461872e-14       4.026269984043e-15      -6.867927226957e-18 
  849       3.353808289362e-10       1.860295683900e-12       9.633289425852e-13       1.422408020971e-14       1.191602185488e-14       4.001902111246e-15      -2.358601527648e-18 
  850       3.343544750482e-10       1.876558821478e-12       1.192559577134e-12       1.423240609123e-14       1.186392304093e-14       3.977449263440e-15       2.127201697247e-18 
  851       3.333053236048e-10       1.893560571640e-12       1.419684911883e-12       1.424048475019e-14       1.181210644240e-14       3.952917425149e-15       6.588834953903e-18 
  852       3.322336921563e-10       1.911294176501e-12       1.644623991003e-12       1.424831567810e-14       1.176057028345e-14       3.928312636649e-15       1.102564653875e-17 
  853       3.311399021302e-10       1.929752780158e-12       1.867295238535e-12       1.425589837198e-14       1.170931274668e-14       3.903640994125e-15       1.543698052832e-17 
  854       3.300242788426e-10       1.948929428364e-12       2.087616456726e-12       1.426323233440e-14       1.165833197302e-14       3.878908649834e-15       1.982217676904e-17 
  855       3.288871515108e-10       1.968817068212e-12       2.305504824365e-12       1.427031707355e-14       1.160762606156e-14       3.854121812267e-15       2.418057086711e-17 
  856       3.277288532652e-10       1.989408547815e-12       2.520876895119e-12       1.427715210319e-14       1.155719306938e-14       3.829286746306e-15       2.851149417829e-17 
  857       3.265497211614e-10       2.010696615982e-12       2.733648595873e-12       1.428373694274e-14       1.150703101144e-14       3.804409773390e-15       3.281427379775e-17 
  858       3.253500961923e-10       2.032673921902e-12       2.943735225060e-12       1.429007111725e-14       1.145713786039e-14       3.779497271666e-15       3.708823254991e-17 
  859       3.241303233003e-10       2.055333014821e-12       3.151051451004e-12       1.429615415748e-14       1.140751154644e-14       3.754555676161e-15       4.133268897824e-17 
  860       3.228907513894e-10       2.078666343724e-12       3.355511310255e-12       1.430198559987e-14       1.135814995719e-14       3.729591478934e-15       4.554695733511e-17 
  861       3.216317333370e-10       2.102666257014e-12       3.557028205923e-12       1.430756498662e-14       1.130905093748e-14       3.704611229240e-15       4.973034757161e-17 
  862       3.203536260065e-10       2.127325002191e-12       3.755514906017e-12       1.431289186564e-14       1.126021228928e-14       3.679621533689e-15       5.388216532740e-17 
  863       3.190567902589e-10       2.152634725532e-12       3.950883541779e-12       1.431796579067e-14       1.121163177148e-14       3.654629056410e-15       5.800171192050e-17 
  864       3.177415909653e-10       2.178587471773e-12       4.143045606024e-12       1.432278632121e-14       1.116330709975e-14       3.629640519205e-15       6.208828433717e-17 
  865       3.164083970186e-10       2.205175183786e-12       4.331911951476e-12       1.432735302262e-14       1.111523594641e-14       3.604662701718e-15       6.614117522169e-17 
  866       3.150575813460e-10       2.232389702261e-12       4.517392789100e-12       1.433166546609e-14       1.106741594028e-14       3.579702441587e-15       7.015967286623e-17 
  867       3.136895209209e-10       2.260222765384e-12       4.699397686446e-12       1.433572322869e-14       1.101984466651e-14       3.554766634610e-15       7.414306120064e-17 
  868       3.123045967749e-10       2.288666008519e-12       4.877835565979e-12       1.433952589340e-14       1.097251966641e-14       3.529862234905e-15       7.809061978232e-17 
  869       3.109031940102e-10       2.317710963884e-12       5.052614703418e-12       1.434307304912e-14       1.092543843734e-14       3.504996255066e-15       8.200162378603e-17 
  870       3.094857040656e-10       2.347348318405e-12       5.223654524863e-12       1.434636472967e-14       1.087859873500e-14       3.480174159611e-15       8.587544149666e-17 
  871       3.080525315329e-10       2.377565674241e-12       5.390921218480e-12       1.434940273877e-14       1.083199948619e-14       3.455395015428e-15       8.971182860117e-17 
  872       3.066040874789e-10       2.408349750046e-12       5.554392717050e-12       1.435218934734e-14       1.078563989107e-14       3.430656260270e-15       9.351063881444e-17 
  873       3.051407872141e-10       2.439687118956e-12       5.714046953538e-12       1.435472685666e-14       1.073951912196e-14       3.405955302011e-15       9.727172682911e-17 
  874       3.036630503053e-10       2.471564208152e-12       5.869861861297e-12       1.435701759842e-14       1.069363632326e-14       3.381289518550e-15       1.009949483209e-16 
  875       3.021713005877e-10       2.503967298422e-12       6.021815374274e-12       1.435906393484e-14       1.064799061135e-14       3.356656257714e-15       1.046801599538e-16 
  876       3.006659661776e-10       2.536882523727e-12       6.169885427215e-12       1.436086825876e-14       1.060258107445e-14       3.332052837168e-15       1.083272193853e-16 
  877       2.991474794848e-10       2.570295870755e-12       6.314049955869e-12       1.436243299374e-14       1.055740677257e-14       3.307476544322e-15       1.119359852720e-16 
  878       2.976162772251e-10       2.604193178495e-12       6.454286897196e-12       1.436376059416e-14       1.051246673735e-14       3.282924636233e-15       1.155063172744e-16 
  879       2.960728004328e-10       2.638560137788e-12       6.590574189567e-12       1.436485354527e-14       1.046775997199e-14       3.258394339511e-15       1.190380760623e-16 
  880       2.945174944728e-10       2.673382290897e-12       6.722889772975e-12       1.436571436333e-14       1.042328545114e-14       3.233882850232e-15       1.225311233205e-16 
  881       2.929508090535e-10       2.708645031066e-12       6.851211589233e-12       1.436634559572e-14       1.037904212078e-14       3.209387333834e-15       1.259853217534e-16 
  882       2.913731982392e-10       2.744333602084e-12       6.975517582187e-12       1.436674982095e-14       1.033502889814e-14       3.184904925032e-15       1.294005350907e-16 
  883       2.897851204622e-10       2.780433097845e-12       7.095785697914e-12       1.436692964885e-14       1.029124467159e-14       3.160432727717e-15       1.327766280927e-16 
  884       2.881870385356e-10       2.816928461914e-12       7.211993884931e-12       1.436688772060e-14       1.024768830051e-14       3.135967814869e-15       1.361134665552e-16 
  885       2.865794196657e-10       2.853804487087e-12       7.324120094399e-12       1.436662670885e-14       1.020435861523e-14       3.111507228456e-15       1.394109173152e-16 
  886       2.849627354643e-10       2.891045814952e-12       7.432142280328e-12       1.436614931782e-14       1.016125441689e-14       3.087047979344e-15       1.426688482560e-16 
  887       2.833374619614e-10       2.928636935455e-12       7.536038399781e-12       1.436545828337e-14       1.011837447733e-14       3.062587047205e-15       1.458871283123e-16 
  888       2.817040796173e-10       2.966562186459e-12       7.635786413081e-12       1.436455637311e-14       1.007571753903e-14       3.038121380418e-15       1.490656274757e-16 
  889       2.800630733355e-10       3.004805753309e-12       7.731364284014e-12       1.436344638649e-14       1.003328231497e-14       3.013647895977e-15       1.522042167998e-16 
  890       2.784149324748e-10       3.043351668393e-12       7.822749980036e-12       1.436213115490e-14       9.991067488537e-15       2.989163479401e-15       1.553027684057e-16 
  891       2.767601508619e-10       3.082183810704e-12       7.909921472477e-12       1.436061354177e-14       9.949071713405e-15       2.964664984634e-15       1.583611554871e-16 
  892       2.750992268039e-10       3.121285905404e-12       7.992856736744e-12       1.435889644261e-14       9.907293613458e-15       2.940149233955e-15       1.613792523155e-16 
  893       2.734326631005e-10       3.160641523385e-12       8.071533752530e-12       1.435698278520e-14       9.865731782667e-15       2.915613017881e-15       1.643569342456e-16 
  894       2.717609670569e-10       3.200234080830e-12       8.145930504017e-12       1.435487552960e-14       9.824384784993e-15       2.891053095078e-15       1.672940777207e-16 
  895       2.700846504959e-10       3.240046838780e-12       8.216024980079e-12       1.435257766827e-14       9.783251154278e-15       2.866466192261e-15       1.701905602775e-16 
  896       2.684042297704e-10       3.280062902691e-12       8.281795174491e-12       1.435009222619e-14       9.742329394145e-15       2.841849004105e-15       1.730462605520e-16 
  897       2.667202257760e-10       3.320265222001e-12       8.343219086132e-12       1.434742226092e-14       9.701617977891e-15       2.817198193149e-15       1.758610582843e-16 
  898       2.650331639634e-10       3.360636589688e-12       8.400274719189e-12       1.434457086270e-14       9.661115348384e-15       2.792510389700e-15       1.786348343239e-16 
  899       2.633435743506e-10       3.401159641837e-12       8.452940083363e-12       1.434154115456e-14       9.620819917960e-15       2.767782191745e-15       1.813674706353e-16 
  900       2.616519915359e-10       3.441816857198e-12       8.501193194075e-12       1.433833629239e-14       9.580730068316e-15       2.743010164850e-15       1.840588503030e-16 
  901       2.599589547099e-10       3.482590556751e-12       8.545012072669e-12       1.433495946508e-14       9.540844150408e-15       2.718190842071e-15       1.867088575367e-16 
  902       2.582650076680e-10       3.523462903267e-12       8.584374746619e-12       1.433141389454e-14       9.501160484344e-15       2.693320723858e-15       1.893173776769e-16 
  903       2.565706988231e-10       3.564415900874e-12       8.619259249732e-12       1.432770283587e-14       9.461677359285e-15       2.668396277961e-15       1.918842971998e-16 
  904       2.548765812178e-10       3.605431394613e-12       8.649643622355e-12       1.432382957739e-14       9.422393033335e-15       2.643413939338e-15       1.944095037228e-16 
  905       2.531832125370e-10       3.646491070005e-12       8.675505911579e-12       1.431979744078e-14       9.383305733441e-15       2.618370110058e-15       1.968928860098e-16 
  906       2.514911551203e-10       3.687576452613e-12       8.696824171444e-12       1.431560978116e-14       9.344413655285e-15       2.593261159209e-15       1.993343339761e-16 
  907       2.498009759745e-10       3.728668907604e-12       8.713576463143e-12       1.431126998718e-14       9.305714963183e-15       2.568083422805e-15       2.017337386944e-16 
  908       2.481132467861e-10       3.769749639308e-12       8.725740855230e-12       1.430678148111e-14       9.267207789981e-15       2.542833203690e-15       2.040909923991e-16 
  909       2.464285018424e-10       3.810800683461e-12       8.733305007641e-12       1.430214774537e-14       9.228890460729e-15       2.517508375029e-15       2.064060480991e-16 
  910       2.447471110297e-10       3.851807902262e-12       8.736295092054e-12       1.429737240245e-14       9.190762167864e-15       2.492113219194e-15       2.086790994515e-16 
  911       2.430694048202e-10       3.892758036553e-12       8.734747336469e-12       1.429245913645e-14       9.152822306668e-15       2.466653666416e-15       2.109104037872e-16 
  912       2.413957161840e-10       3.933637717210e-12       8.728698485086e-12       1.428741166690e-14       9.115070252395e-15       2.441135698386e-15       2.131002227801e-16 
  913       2.397263805961e-10       3.974433464853e-12       8.718185799906e-12       1.428223374879e-14       9.077505360204e-15       2.415565348390e-15       2.152488224608e-16 
  914       2.380617360425e-10       4.015131689549e-12       8.703247062320e-12       1.427692917275e-14       9.040126965083e-15       2.389948701452e-15       2.173564732308e-16 
  915       2.364021230262e-10       4.055718690519e-12       8.683920574706e-12       1.427150176507e-14       9.002934381778e-15       2.364291894470e-15       2.194234498763e-16 
  916       2.347478845742e-10       4.096180655849e-12       8.660245162028e-12       1.426595538785e-14       8.965926904724e-15       2.338601116353e-15       2.214500315822e-16 
  917       2.330993662434e-10       4.136503662187e-12       8.632260173427e-12       1.426029393909e-14       8.929103807971e-15       2.312882608165e-15       2.234365019458e-16 
  918       2.314569161270e-10       4.176673674458e-12       8.600005483817e-12       1.425452135276e-14       8.892464345109e-15       2.287142663259e-15       2.253831489908e-16 
  919       2.298208848609e-10       4.216676545568e-12       8.563521495482e-12       1.424864159892e-14       8.856007749205e-15       2.261387627417e-15       2.272902651814e-16 
  920       2.281916256302e-10       4.256498016108e-12       8.522849139672e-12       1.424265868382e-14       8.819733232723e-15       2.235623898992e-15       2.291581474362e-16 
  921       2.265694941753e-10       4.296123714062e-12       8.478029878194e-12       1.423657664999e-14       8.783639987454e-15       2.209857929040e-15       2.309870971416e-16 
  922       2.249548487983e-10       4.335539154514e-12       8.429105705012e-12       1.423039957634e-14       8.747727184448e-15       2.184096221464e-15       2.327774201665e-16 
  923       2.233480503697e-10       4.374729739353e-12       8.376119147840e-12       1.422413157826e-14       8.711993973939e-15       2.158345333151e-15       2.345294268757e-16 
  924       2.217494623341e-10       4.413680756981e-12       8.319113269737e-12       1.421777680770e-14       8.676439485273e-15       2.132611874111e-15       2.362434321439e-16 
  925       2.201594507172e-10       4.452377382019e-12       8.258131670705e-12       1.421133945331e-14       8.641062826837e-15       2.106902507616e-15       2.379197553698e-16 
  926       2.185783841316e-10       4.490804675011e-12       8.193218489282e-12       1.420482374047e-14       8.605863085990e-15       2.081223950337e-15       2.395587204897e-16 
  927       2.170066337837e-10       4.528947582134e-12       8.124418404135e-12       1.419823393148e-14       8.570839328985e-15       2.055582972485e-15       2.411606559918e-16 
  928       2.154445734794e-10       4.566790934902e-12       8.051776635662e-12       1.419157432556e-14       8.535990600903e-15       2.029986397947e-15       2.427258949298e-16 
  929       2.138925796311e-10       4.604319449873e-12       7.975338947581e-12       1.418484925901e-14       8.501315925579e-15       2.004441104429e-15       2.442547749369e-16 
  930       2.123510312638e-10       4.641517728356e-12       7.895151648529e-12       1.417806310531e-14       8.466814305530e-15       1.978954023588e-15       2.457476382400e-16 
  931       2.108203100211e-10       4.678370256116e-12       7.811261593656e-12       1.417122027516e-14       8.432484721884e-15       1.953532141180e-15       2.472048316731e-16 
  932       2.093008001720e-10       4.714861403082e-12       7.723716186219e-12       1.416432521666e-14       8.398326134307e-15       1.928182497188e-15       2.486267066915e-16 
  933       2.077928886173e-10       4.750975423051e-12       7.632563379180e-12       1.415738241532e-14       8.364337480932e-15       1.902912185970e-15       2.500136193860e-16 
